frequency,n_obs,fwhm1_weighted,fwhm1_weighted_err,fwhm2_weighted,fwhm2_weighted_err,amp2_weighted,amp2_weighted_err
691.5,4,8.114485372310543,0.2826689717090608,27.405251771515125,1.4089298409610767,0.052399244854737896,0.0072045901923038225
702.5,4,7.2867099270360365,0.334261022934296,22.024540304795917,0.8049829555412139,0.08015718069739282,0.007412801730720774
